UNIPROT	gene_name	significant	logpval	difference
P62700	Ypel5	NA	0.937761	0.16011
P62702	Rps4x	+	0.0100943	-0.348301
P62717	Rpl18a	+	0.0315154	-0.302929
P62743	Ap2s1	NA	0.937551	0.166391
P62748	Hpcal1	+	0.0185325	0.570094
P62751	Rpl23a	+	0.0121094	-0.595563
P62754	Rps6	NA	0.93734	0.0219727
P62774	Mtpn	NA	0.374573	0.186236
P62814	Atp6v1b2	NA	0.12602	0.36207
P62827	Ran	NA	1	-0.00425339
P62830	Rpl23	NA	0.495123	-0.180967
P62843	Rps15	+	0.0396716	-0.486167
P62849	Rps24	NA	0.937129	0.277425
P62852	Rps25	NA	0.936918	-0.107747
P62855	Rps26	NA	0.936708	-0.4496
P62874	Gnb1	NA	0.561792	0.15903
P62880	Gnb2	+	0.00576389	0.685767
P62889	Rpl30	NA	0.155104	-0.38759
P62900	Rpl31	NA	0.936497	-0.496359
P62908	Rps3	NA	0.797848	-0.0451279
P62911	Rpl32	+	0.0358367	-0.608552
P62915	Gtf2b	NA	0.698584	-0.0835031
P62918	Rpl8	+	0.0065	-0.585411
P62960	Ybx1	NA	0.936287	-0.896539
P62962	Pfn1	NA	0.533491	-0.10281
P62983	Rps27a	NA	0.597826	-0.12985
P62996	Tra2b	NA	0.320967	0.250961
P63005	Pafah1b1	NA	0.413285	-0.38936
P63017	Hspa8	+	0.00597122	-0.526503
P63028	Tpt1	NA	0.103399	-0.322894
P63037	Dnaja1	+	0.00263636	-0.861307
P63038	Hspd1	NA	0.221708	0.196831
P63073	Eif4e	NA	0.769615	-0.0799472
P63085	Mapk1	NA	0.597609	-0.109374
P63087	Ppp1cc	NA	0.935866	0.178664
Q9Z0F1	Gnas	NA	0.139519	0.25238
P63101	Ywhaz	+	0.0307937	-0.385118
P63147	Ube2b	NA	0.935656	-0.323851
P63154	Crnkl1	NA	0.112047	0.37132
P63158	Hmgb1	NA	0.294532	0.237874
P63166	Sumo1	NA	0.711524	0.116026
P63168	Dynll1	NA	0.769474	-0.104887
P63242	Eif5a	NA	0.14622	-0.357133
P63276	Rps17	+	0.021641	-0.509226
P63280	Ube2i	+	0.0864232	0.257867
P63321	Rala	NA	0.99378	0.0173028
P63325	Rps10	NA	0.185812	-0.42218
P63328	Ppp3ca	+	0.0926086	0.369364
P63330	Ppp2ca	NA	0.194804	-0.190637
P67778	Phb	NA	0.218735	0.206774
P67871	Csnk2b	+	0.0368545	-0.440302
P67984	Rpl22	NA	0.935236	0.221958
P68033	Actc1	NA	0.573271	-0.153858
P68037	Ube2l3	NA	0.62501	-0.137643
P68181	Prkacb	+	0.0501435	0.415123
P68372	Tubb4b	+	0.0985021	-0.825205
P68373	Tuba1c	NA	0.935026	NA
P68510	Ywhah	NA	0.109344	-0.33615
P70121	Zhx1	NA	0.934607	NA
P70122	Sbds	+	0.0952324	0.319096
P70168	Kpnb1	+	0.0868955	-0.283128
P70195	Psmb7	NA	0.639858	-0.113993
P70196	Traf6	NA	0.197175	0.421698
P70213	Fv1	NA	0.934397	NA
P70218	Map4k1	+	0.0103153	0.504447
P70227	Itpr3	+	0.025335	0.398623
P70245	Ebp	NA	0.934188	NA
P70257	Nfix	NA	0.677236	0.116147
P70268	Pkn1	+	0.00969948	0.60659
P70270	Rad54l	NA	0.933978	NA
P70279	Surf6	NA	0.490142	-0.196361
P70280	Vamp7	NA	0.968916	-0.0223331
P70288	Hdac2	NA	0.253753	-0.32078
P70290	Mpp1	+	0.00297436	1.09733
I6L970	Aup1	NA	0.40981	0.159666
P70296	Pebp1	NA	0.847636	-0.0482623
P70297	Stam	NA	1	0
P70302	Stim1	NA	0.168692	0.239817
P70303	Ctps2	+	0.002	0.90386
P70315	Was	NA	0.783326	0.0575428
P70318	Tial1	NA	0.213985	-0.310751
P70333	Hnrnph2	NA	0.933769	0.70033
P70335	Rock1	NA	0.472121	0.104037
P70336	Rock2	NA	0.523545	-0.170259
P70349	Hint1	NA	1	-0.0233707
P70353	Nfyc	+	0.0321978	0.357117
P70365	Ncoa1	NA	0.195034	0.324885
P70371	Terf1	NA	0.93356	NA
P70372	Elavl1	NA	0.841235	0.0705992
Q5SV02	Rad50	NA	0.249931	0.253884
P70398	Usp9x	NA	0.477828	0.130657
P70404	Idh3g	NA	0.197213	0.211521
P70428	Ext2	NA	0.933351	NA
P70441	Slc9a3r1	NA	0.978369	0.0162964
P70444	Bid	+	0.0223508	0.533067
P70445	Eif4ebp2	+	0.00404082	-0.84934
P70460	Vasp	+	0.0816681	-0.47819
P70658	Cxcr4	NA	0.932933	NA
P70662	Ldb1	NA	0.179116	-0.402697
P70665	Siae	NA	0.932724	1.30947
P70670	Naca	+	0.00606803	-0.732345
P70671	Irf3	NA	0.206094	0.230036
P70677	Casp3	NA	0.795215	0.0646776
P70697	Urod	+	0.00254945	0.605413
P70699	Gaa	+	0.0044472	0.842997
P70700	Polr1b	+	0.0288055	-0.629006
P80313	Cct7	NA	0.203667	-0.190383
P80314	Cct2	+	0.0704284	-0.258038
P80315	Cct4	NA	0.726864	-0.0690943
P80316	Cct5	NA	0.222165	-0.23194
P80317	Cct6a	NA	0.357316	-0.180097
P80318	Cct3	NA	0.465981	-0.12797
P81069	Gabpb2	NA	0.341271	0.28451
P83626	Tnfrsf26	+	0.0754111	1.03845
P83741	Wnk1	+	0.0511364	-0.365248
P83870	Phf5a	NA	0.803573	-0.0835876
P83877	Txnl4a	NA	0.418294	-0.172
P83882	Rpl36a	NA	0.944571	-0.103738
P83887	Tubg1	NA	0.813021	0.0733624
P83917	Cbx1	NA	0.657842	-0.111691
P84084	Arf5	NA	0.626725	-0.136842
P84091	Ap2m1	NA	1	0.00428708
P84096	Rhog	+	0.0211373	0.87963
P84102	Serf2	NA	0.932516	NA
P84104	Srsf3	NA	0.110167	-0.319714
P97298	Serpinf1	NA	1	0
P97300	Nptn	NA	0.457344	0.144233
P97304	Polr1d	+	0.0100095	-0.54822
P97310	Mcm2	NA	0.164795	-0.812546
P97311	Mcm6	NA	0.853327	0.0484339
P97313	Prkdc	+	0.0388139	0.311797
P97315	Csrp1	+	0.011596	0.504546
P97329	Kif20a	NA	0.932307	-0.330217
P97346	Nxn	NA	1	0.00189336
P97355	Sms	NA	1	0.00952339
P97360	Etv6	NA	0.982121	-0.0158854
P97363	Sptlc2	+	0.0253659	-0.401096
P97364	Sephs2	+	0.0100197	0.953704
P97369	Ncf4	NA	0.134902	0.50453
P97370	Atp1b3	+	0.058443	0.453506
P97376	Frg1	NA	0.816992	0.0975316
P97377	Cdk2	NA	0.404087	-0.189514
P97379	G3bp2	+	0.00483333	-1.02923
P97384	Anxa11	+	0.0119764	0.73322
P97390	Vps45	NA	0.772804	0.0922508
P97429	Anxa4	+	0.00275969	1.04712
P97434	Mprip	NA	0.932098	NA
P97440	Slbp	NA	0.93189	NA
P97450	Atp5j	NA	0.120255	0.423203
P97452	Bop1	NA	0.255068	-0.206713
P97465	Dok1	NA	0.931682	0.270054
P97470	Ppp4c	NA	0.739587	0.0930729
P97471	Smad4	NA	0.204072	0.203723
P97473	Tarbp2	NA	0.931473	NA
P97477	Aurka	NA	0.931265	NA
P97478	Coq7	+	0.011312	0.48492
P97492	Rgs14	NA	0.656302	0.242341
P97494	Gclc	+	0.0203574	0.563947
P97496	Smarcc1	NA	0.242728	-0.171523
P97499	Tep1	NA	0.931057	-0.585056
P97742	Cpt1a	+	0	1.67174
P97765	Wbp2	NA	0.930849	NA
P97770	Thumpd3	NA	0.411246	-0.207141
P97814	Pstpip1	NA	0.321952	-0.351583
P97821	Ctsc	NA	0.922835	-0.117322
P97855	G3bp1	+	0.0315186	-0.634024
P97864	Casp7	NA	0.121833	-0.317197
P97865	Pex7	NA	0.930434	NA
P97868	Rbbp6	+	0.0545004	0.45047
P97930	Dtymk	+	0.0260169	0.590723
P97931	Ung	NA	0.930226	NA
P98083	Shc1	NA	0.41605	0.192769
P98192	Gnpat	+	0.0409216	0.347037
P99024	Tubb5	+	0.0153194	-0.804959
P99026	Psmb4	NA	0.625001	0.0947113
P99027	Rplp2	NA	0.930018	-1.66422
P99028	Uqcrh	NA	0.929811	0.0351639
P99029	Prdx5	+	0.0058042	0.674924
Q00420	Gabpb1	+	0.0307592	0.399579
Q00422	Gabpa	+	0.0103386	0.464693
Q00547	Hmmr	NA	0.929603	NA
Q00612	G6pdx	NA	0.307022	-0.231817
Q00651	Itga4	+	0.00374194	1.37302
Q00899	Yy1	NA	0.845001	-0.0685603
Q00PI9	Hnrnpul2	+	0.011343	0.790127
Q01320	Top2a	+	0.00244211	-1.55465
Q01853	Vcp	NA	0.834791	-0.0367559
Q02053	Uba1	NA	0.363288	0.135314
Q02395	Mtf2	NA	0.416909	-0.288647
Q02614	Sap30bp	NA	0.116424	0.270345
Q02819	Nucb1	NA	1	0.00629934
Q03147	Cdk7	+	0.0151724	0.699622
Q03160	Grb7	NA	0.67456	0.171893
Q03265	Atp5a1	+	0.0110445	0.409573
Q03958	Pfdn6	NA	0.655771	0.0964371
Q03963	Eif2ak2	NA	0.185736	0.298122
Q04207	Rela	NA	0.481672	0.212487
Q04519	Smpd1	NA	0.929396	0.761181
Q04690	Nf1	NA	0.455268	0.104073
Q04692	Smarcad1	NA	0.106573	-0.30833700000000003
Q04750	Top1	NA	0.815018	-0.0440273
Q04899	Cdk18	NA	0.929189	-0.333631
Q05144	Rac2	+	0.00573494	0.573797
Q05186	Rcn1	NA	0.774167	0.103664
Q05816	Fabp5	NA	0.343278	-0.228357
Q05910	Adam8	NA	0.928982	NA
Q05921	Rnasel	+	0.00682353	1.04965
Q5XPI3	Rnf123	+	0.0358974	0.539427
Q05CL8	Larp7	+	0.0203943	0.439429
Q05D44	Eif5b	+	0.0277439	-0.291073
Q06138	Cab39	NA	0.257788	-0.316811
Q06180	Ptpn2	NA	0.740652	0.12225
Q07076	Anxa7	NA	0.134932	0.334894
Q07139	Ect2	+	0.00482243	-1.10155
Q07231	Zscan21	NA	0.928775	NA
Q07417	Acads	+	0.00639748	0.747847
Q07797	Lgals3bp	+	0.0216278	0.510063
Q07813	Bax	+	0.0351983	0.7746
Q07832	Plk1	NA	0.928568	-0.64074
Q08024	Cbfb	NA	0.35298	0.129126
Q08093	Cnn2	NA	0.928361	0.476056
Q08288	Lyar	+	0.00640268	-0.51964
Q08481	Pecam1	+	0.0771019	-0.295037
Q08639	Tfdp1	NA	0.928154	NA
Q08642	Padi2	NA	0.618426	-0.106747
Q08943	Ssrp1	NA	0.588272	0.10548
Q09143	Slc7a1	NA	1	0
Q09200	B4galnt1	NA	0.811273	-0.0785262
Q09XV5	Chd8	NA	0.579226	-0.174047
Q0GNC1	Inf2	NA	0.63976	0.0780697
Q0KL01	Ubxn2b	NA	0.927947	NA
Q0VBL3	Rbm15	+	0.087522	0.340207
Q0VDN7	Rundc1	NA	0.927741	NA
Q0VEJ0	Cep76	NA	0.927534	NA
Q8CCN5	Bcas3	NA	0.119877	0.683635
Q0VGB7	Ppp4r2	+	0.0941112	-0.354287
Q11011	Npepps	+	0.0578841	0.303061
Q11131	Fut7	NA	0.927328	NA
Q11136	Pepd	+	0.0882126	0.429111
Q11204	St3gal2	+	0.00557466	-1.23868
Q148V8	Fam83h	NA	0.84529	0.0576598
Q149F1	Rpusd2	NA	0.438463	0.139153
Q14A61	Cenpl	NA	0.927122	NA
Q14AX6	Cdk12	NA	0.881743	-0.0373065
Q14B01	Rnf113a2	+	0.0575135	-0.302937
Q14B71	Cdca2	NA	0.926915	NA
Q14C51	Ptcd3	NA	0.120249	0.268703
Q14CH1	Mocos	NA	1	0
Q14CH7	Aars2	+	0.0475371	0.510543
Q1HFZ0	Nsun2	NA	0.120179	0.227547
Q2KN98	Specc1l	NA	0.926709	0.262333
Q2NL51	Gsk3a	NA	0.287274	0.163548
Q2TBA3	Malt1	NA	0.926503	-0.15469
Q2TBE6	Pi4k2a	NA	0.710573	0.0776965
Q2TPA8	Hsdl2	+	0.0100333	0.558315
Q31094	DMb1	NA	0.926297	NA
Q32NY4	Cnnm3	NA	0.926092	0.177361
Q33DR3	Pdss2	NA	0.588422	-0.268578
Q3B7Z2	Osbp	NA	0.331504	0.191863
Q3SXD3	Hddc2	NA	0.162777	0.356421
Q3TAA7	Stk11ip	NA	0.92568	NA
Q3TA68	Wdr36	NA	0.611063	0.103927
Q3TB92	Milr1	NA	0.925475	0.22217
Q80WC7	Agfg2	NA	0.925269	NA
Q3TC46	Patl1	NA	0.729309	-0.0747274
Q3TC93	Hs1bp3	+	0.00218868	0.821939
Q9WUR2	Eci2	+	0.0039403	1.02666
Q3TCH7	Cul4a	NA	0.833478	0.0853329
Q3TCJ8	Ccdc69	NA	1	0
Q3TCN2	Plbd2	+	0.00421176	0.63062
Q9R233	Tapbp	+	0.0210154	0.855834
Q3TD49	Sppl2b	NA	0.925064	NA
Q3TDK6	Rogdi	NA	0.924858	NA
Q3TDN2	Faf2	+	0.0221723	0.507619
Q3TDQ1	Stt3b	+	0.067403	0.405866
Q3TDX8	Cyb5r4	+	0.0459944	0.295888
Q3TEA8	Hp1bp3	+	0.0352413	0.849184
Q3TFI6	Gimap1	+	0.00408247	0.878662
Q3TFK5	Gpatch4	NA	0.924448	-0.842904
Q3TFQ1	Spryd7	NA	0.924243	NA
Q3TGF2	Fam107b	+	0.00802312	0.677474
O70493	Snx12	NA	0.924038	0.18663
Q9EPJ9	Arfgap1	+	0.0113574	-0.623623
Q9DBU6	Rsrc1	NA	0.923833	NA
Q3TH73	Ttyh2	NA	1	0
Q3THE2	Myl12b	NA	0.923629	NA
Q3THJ3	Eif1ad	+	0.00504348	-2.01709
Q3THK3	Gtf2f1	NA	0.292236	0.264269
Q3THK7	Gmps	NA	0.201477	-0.169114
Q3THS6	Mat2a	+	0.00599278	-0.805454
Q3TIR3	Ric8a	NA	0.763685	-0.089173
Q3TIU4	Pde12	NA	0.847655	0.0408128
Q3TIV5	Zc3h15	+	0.0278474	-0.361031
Q3TIX9	Usp39	NA	0.941256	0.0309703
Q3TJD7	Pdlim7	NA	0.980825	0.0204665
Q3TJM4	Cenpt	NA	0.923424	0.437901
Q3TJZ6	Fam98a	NA	0.983608	-0.0240103
Q3TKT4	Smarca4	NA	0.430962	-0.143632
Q3TKY6	Cwc27	NA	0.527514	0.19209
Q3TLD5	Uri1	NA	0.633091	-0.184027
Q3TLR7	Dtl	NA	1	0
Q3TLS3	Gdpgp1	+	0.0181357	0.412944
Q3TMH2	Scrn3	+	0.0351672	0.351367
Q3TMP1	Gtf3c3	NA	1	-0.00355053
Q3TMV7	Pyroxd1	NA	0.923219	-0.699569
Q3TMW1	Ccdc102a	NA	0.597405	-0.215567
Q3TMX7	Qsox2	NA	0.923015	NA
Q3TN34	Micall2	NA	0.67003	-0.17162
Q3TNA1	Xylb	NA	0.92281	-0.0889632
Q3TNB8	Fgd3	+	0.00464	1.19186
Q3TNL8	Itprip	NA	0.922606	0.0128695
Q3TP92	Ctdnep1	NA	1	0
Q3TPE9	Ankmy2	NA	0.922402	NA
Q3TPX4	Exoc5	NA	0.628195	0.0696634
Q3TQB2	Foxred1	NA	0.922198	-0.00719833
Q9WUZ9	Entpd5	NA	0.317296	0.228309
Q80TN5	Zdhhc17	NA	1	0
Q3TRM4	Pnpla6	NA	0.92179	0.62988
Q3TRM8	Hk3	NA	0.314041	0.216092
Q3TSG4	Alkbh5	NA	0.892418	-0.0747935
E9Q912	Rap1gds1	NA	0.393722	-0.179007
Q3TUE1	Fubp1	NA	0.761199	-0.0715669
Q3TUF7	Yeats2	NA	0.921586	NA
Q3TUU5	Tex30	NA	0.921382	NA
Q3TV70	Nr2c2ap	NA	0.921179	-0.221116
Q3TVI8	Pbxip1	NA	0.920975	NA
Q9Z2W0	Dnpep	NA	0.121377	0.30129
Q922L6	Nelfcd	+	0.0148247	0.569693
Q3TW96	Uap1l1	+	0.00504348	0.781207
Q3TWN3	Cnnm2	NA	0.279748	0.332353
Q3TWW8	Srsf6	NA	0.889184	-0.0621134
Q3TXS7	Psmd1	NA	0.767088	0.0645269
Q3TXU5	Dhps	+	0.00407018	-1.14484
Q921E2	Rab31	NA	0.621631	0.160706
Q3TYA6	Mphosph8	NA	0.920772	NA
Q3TYD6	Lmtk2	NA	0.519566	-0.127051
Q61127	Nab2	NA	0.135021	-0.523652
Q3TYX3	Smyd5	NA	0.875094	-0.0707181
Q3TZM9	Alg11	NA	0.920568	NA
V9GXN6	Atf7	NA	0.920365	-0.447216
Q3TZX8	Nol9	NA	0.293293	0.274233
Q3TZZ7	Esyt2	+	0.0137504	0.605926
Q3U0B3	Dhrs11	NA	0.920162	0.440509
Q3U0D9	Hace1	NA	0.919958	NA
Q3U0J8	Tbc1d2b	NA	0.919755	0.646995
Q3U0M1	Trappc9	NA	0.919553	NA
Q3U0V1	Khsrp	NA	0.956781	0.0161508
Q3U0V2	Tradd	NA	0.704914	0.0938962
Q3U0X6	Zfp217	NA	0.91935	NA
Q3U155	Ccdc174	NA	0.120562	0.372781
Q3U182	Crtc2	NA	0.919147	NA
Q3U186	Rars2	NA	0.140318	0.24033
Q3U1C6	Tatdn3	+	0.0095288	0.66751
Q3U1G5	Isg20l2	NA	0.767172	-0.128584
Q3U1J4	Ddb1	NA	0.727375	-0.0641041
Q3U1Q3	Runx3	+	0.00658442	-0.557697
Q3U1V6	Uevld	NA	0.407002	0.34702
Q3U1Y4	Dennd4b	NA	0.957072	-0.0280835
Q3U2A8	Vars2	+	0.0311581	0.498837
Q3U2C5	Rnf149	NA	0.918944	NA
Q3U2E2	Zmym5	NA	0.918742	NA
Q3U2G2	Hspa4	NA	0.180569	-0.19073
Q3U2X6	Pdcd7	NA	1	0
Q3U319	Rnf40	NA	0.749768	0.116927
Q9JLJ2	Aldh9a1	+	0.0217719	0.51047
Q3U3C9	Gse1	+	0.00606278	0.724823
Q9EPB5	Serhl	NA	0.109465	0.362979
Q3U3J1	Bckdha	+	0.00837466	0.835727
Q3U3Q1	Ulk3	NA	0.918337	0.227261
Q3U3R4	Lmf1	NA	0.918134	0.37128
Q8BK30	Ndufv3	+	0.00823729	0.399829
P24604	Tec	+	0.0204736	1.03561
Q3U487	Hectd3	NA	0.917932	NA
Q91V61	Sfxn3	+	0.00828571	1.03106
Q3U4G3	Xxylt1	NA	0.1043	-0.46793
Q3U4I7	Pyroxd2	NA	0.91773	1.11593
Q9EQK7	Icmt	NA	0.939995	-0.0864013
Q501J6	Ddx17	+	0.00309333	0.810186
Q8VD66	Abhd4	+	0	1.96083
Q3U7R1	Esyt1	NA	0.26704	0.23306
Q3U7U3	Fbxo7	NA	0.917528	-0.0219393
Q3U821	Wdr75	NA	0.790345	-0.0785198
Q3U8Y1	Mrps11	+	0.01725	0.402819
Q8BNI4	Derl2	NA	0.917326	0.70042
Q3U9D6	Exoc6	NA	0.296273	-0.250534
Q3U9G9	Lbr	+	0.0175212	0.433922
Q61337	Bad	NA	0.917124	0.7243
Q3UA06	Trip13	NA	0.780753	0.0677369
Q3UA16	Spc25	NA	0.916922	NA
Q3UBX0	Tmem109	NA	0.916721	NA
Q3UC82	Lig3	NA	0.59737	0.112346
Q3UCQ1	Foxk2	NA	0.72742	-0.126835
Q3UCV8	Otulin	NA	0.916519	NA
Q3UDE2	Ttll12	NA	0.296538	0.13833
Q3UDK1	Trafd1	NA	0.234003	0.53545
Q3UDP0	Wdr41	NA	1	0
Q3UDR8	Yipf3	NA	0.916318	NA
Q3UE37	Ube2z	+	0.0993292	-0.297014
Q6P1B1	Xpnpep1	NA	1	-0.0125898
Q3UEB3	Puf60	NA	0.683359	0.0862668
Q9R008	Mvk	+	0.0209566	0.549299
Q3UFB2	Znhit6	NA	0.916116	NA
Q3UFK8	Frmd8	NA	0.915915	0.441935
Q3UFM5	Nom1	+	0.0144027	-0.692516
Q3UFS0	Zyg11b	NA	0.482593	-0.128333
Q3UFY7	Nt5c3b	+	0.0551615	-0.305745
Q3UFY8	Trmt10c	NA	0.813821	-0.0919202
Q3UG98	Nat9	NA	1	-0.00380516
Q9JII5	Dazap1	NA	0.111069	0.533464
Q3UGC7	Eif3j1	+	0.0137153	-0.755409
Q3UGP8	Alg10b	NA	0.915713	NA
Q3UGP9	Lrrc58	NA	1	0
Q3UGR5	Hdhd2	+	0.0313082	0.38428
Q3UGX8	Rapgef1	NA	1	0
Q3UH06	Rreb1	NA	0.641659	0.126994
Q3UH60	Dip2b	NA	0.88546	-0.037227
Q3UH63	Sfmbt2	NA	0.915311	0.24766
Q9ESU6	Brd4	NA	0.901142	0.0362231
Q3UHA3	Spg11	NA	0.91511	1.54454
Q3UHB1	Nt5dc3	NA	1	0
Q3UHC2	Lrrk1	NA	0.814819	0.0750281
Q3UHD6	Snx27	NA	0.438516	0.116284
Q3UHD9	Agap2	+	0.0691544	0.501231
Q3UHI4	Tmed8	NA	0.914709	NA
Q3UHJ0	Aak1	NA	0.914508	-0.0345049
Q3UHN9	Ndst1	NA	0.914307	-0.0257149
Q9ESZ8	Gtf2i	NA	0.637318	-0.0867996
Q3UHX2	Pdap1	NA	0.914107	NA
Q91YN5	Uap1	NA	0.913906	-0.281375
Q3UI43	Babam1	NA	0.976931	-0.0276966
Q99J62	Rfc4	NA	1	-0.0417306
Q3UIA2	Arhgap17	NA	1	-0.0362606
Q6PDG5	Smarcc2	+	0.0301421	0.407257
Q924K8	Mta3	+	0.0300903	-0.388349
Q3UIR3	Dtx3l	NA	0.913706	0.326516
Q3UJB0	Sf3b2	NA	0.973515	-0.01625
Q3UJU9	Rmdn3	NA	0.107322	0.292907
Q3UKC1	Tax1bp1	+	0.0137989	-1.02557
Q9R210	Tfeb	NA	0.418849	-0.255123
Q3UKJ7	Smu1	+	0.0794098	-0.647163
Q3UL36	Arglu1	NA	0.373107	-0.185373
Q921W7	Tes	NA	0.167759	-0.260903
Q3ULD5	Mccc2	+	0.00984143	0.624957
Q3ULJ0	Gpd1l	NA	0.182022	0.338266
Q3ULL6	Upf3b	NA	1	-0.00126044
Q8CH40	Nudt6	NA	0.913305	NA
Q3ULW8	Parp3	+	0.00994621	0.559188
Q3UM18	Lsg1	+	0.00621723	-0.693347
Q3UM29	Cog7	+	0.0659649	0.414129
Q9JM08	Hdac3	NA	0.131836	0.279076
Q3UM45	Ppp1r7	+	0.0345016	0.301142
Q3UMR0	Ankrd27	NA	1	0
Q3UMR5	Mcu	+	0.0154688	0.862284
Q3UMT1	Ppp1r12c	NA	0.495558	-0.26611
Q3UMW7	Mapkapk3	NA	0.360222	0.379854
Q3UMW8	Cln5	NA	0.91310500000000006	NA
Q3UN02	Lclat1	NA	0.313123	0.46381
Q3UND0	Skap2	+	0.00254286	0.531186
Q923E4	Sirt1	NA	0.912905	-0.463791
Q3UPH1	Prrc1	NA	0.448898	0.205077
Q3UPH7	Arhgef40	+	0.0337726	0.746733
Q3UPL0	Sec31a	+	0.0404047	0.414821
P62482	Kcnab2	+	0.0253968	0.645126
Q3UQ17	Zbtb16	+	0.00232	0.945397
Q3UQ44	Iqgap2	+	0.00272941	1.02619
Q3UQ84	Tars2	+	0.00890566	0.756727
Q3UQN2	Fcho2	+	0.0338854	0.670195
Q3UQU0	Brd9	NA	0.912505	NA
Q3UR70	Tgfbrap1	NA	1	0
Q80U58	Pum2	NA	0.463001	-0.0966867
Q3URE1	Acsf3	+	0.0115369	0.668269
Q3URQ0	Tex10	NA	0.505166	0.145113
Q3URQ7	Mthfsd	NA	0.353632	0.24122
Q3URS9	Ccdc51	+	0.0935261	0.333869
Q3USH5	Sfswap	NA	0.4162	-0.708417
Q8R4K2	Irak4	NA	0.926375	0.0734253
Q9QXT5	Egfl7	NA	0.912106	-1.33258
A2AN61	Ciz1	NA	0.911906	-0.240884
Q3UVG3	Fam91a1	NA	1	-0.00149345
Q3UVK0	Ermp1	+	0.0821697	0.416173
Q3UVL4	Vps51	+	0.0317267	0.450507
Q91WG8	Gne	+	0.00809329	-0.4792
Q99MZ7	Pecr	NA	0.112324	0.475056
Q3UYC0	Ppm1h	+	0.0041466	1.16559
Q8BNV1	Trmt2a	NA	0.250678	0.16411
Q3UYV9	Ncbp1	+	0.0314128	0.450033
Q3UZ01	Rnpc3	NA	0.231366	0.248003
Q3UZ18	Ice2	NA	0.911507	NA
Q3UZ39	Lrrfip1	NA	0.688327	-0.140891
Q3UZA1	Rcsd1	NA	0.313956	-0.287834
Q3UZW7	Eef2kmt	NA	0.911308	NA
Q3V009	Tmed1	NA	1	0
Q91V92	Acly	+	0.00269767	-0.700891
Q3V1H1	Ckap2	NA	0.110834	-0.87694
Q3V1V3	Esf1	+	0.0209274	-0.476368
Q80XD1	Chn2	NA	1	-0.0163603
Q3V300	Kif22	+	0.00483333	-1.65481
Q3V3R1	Mthfd1l	+	0.0691767	0.339788
Q3V4B5	Commd6	NA	0.911109	NA
Q68FE2	Atg9a	NA	0.910711	NA
Q497H0	Zfand3	NA	1	0
Q499X9	Mars2	NA	0.633803	0.108589
Q4FK66	Prpf38a	NA	0.119657	0.319084
Q4FZC9	Syne3	NA	1	0.00744629
Q4FZF3	Ddx49	+	0.00419048	-1.02311
Q9D868	Ppih	+	0.059273	0.420814
Q4G0F8	Ubn1	NA	0.910512	0.397373
Q4LDD4	Arap1	NA	0.460514	0.223793
Q4PJX1	Odr4	NA	0.910313	-0.14583
Q4QRL3	Ccdc88b	NA	0.569335	-0.103653
Q4QY64	Atad5	NA	0.909915	NA
Q4U2R1	Herc2	+	0.00812256	-0.70402
Q9JLJ5	Elovl1	NA	0.909717	-1.01227
Q4VA53	Pds5b	+	0.0314475	0.28159
P20444	Prkca	+	0.0504409	0.642281
Q4VAA2	Cdv3	NA	0.154828	-0.8193
Q4VAC9	Plekhg3	NA	0.909518	NA
Q4VBD2	Tapt1	NA	0.90932	0.345526
Q4VBD9	Gzf1	NA	0.909121	NA
Q4VBE8	Wdr18	NA	0.34366	0.22267700000000001
Q4VC33	Maea	NA	0.506961	-0.112802
Q501J7	Phactr4	NA	0.526911	-0.19478
Q504M2	Pdp2	NA	0.296485	0.237383
Q505D1	Ankrd28	NA	0.345068	0.17146
Q505D7	Opa3	NA	0.908923	0.611539
Q505F1	Nr2c1	NA	1	0
Q505F5	Lrrc47	NA	0.711302	-0.0854034
Q8BQ03	Mcm5	+	0.0669857	0.304873
Q52KE7	Ccnl1	NA	1	0
Q9JKM7	Rab37	NA	0.908725	0.552635
Q569Z5	Ddx46	NA	0.106501	0.21332
Q569Z6	Thrap3	+	0.0388263	-0.68436
Q56A08	Gpkow	NA	0.759878	0.0844409
Q571E4	Galns	+	0.0138844	0.763256
Q571F8	Gls2	NA	0.908527	0.15909
Q571G4	Lin54	NA	0.908329	-0.0731792
Q571I9	Aldh16a1	NA	0.739576	0.132339
Q58A65	Spag9	NA	0.32696	0.194063
Q5BL07	Pex1	NA	0.588482	0.11204
O88351	Ikbkb	NA	0.815275	-0.115576
Q5DTM8	Rnf20	NA	0.474045	-0.224293
Q5DU37	Zfyve26	NA	0.907933	NA
Q5DW34	Ehmt1	NA	0.171208	-0.285066
Q5EBH1	Rassf5	NA	0.907537	NA
Q5EE38	Acd	NA	0.710097	0.101065
Q5EG47	Prkaa1	NA	0.90734	-0.0260137
Q68FF6	Git1	+	0.0641728	-0.467376
Q5F2E7	Nufip2	NA	0.907142	-1.19276
Q5F2E8	Taok1	NA	0.269341	-0.238833
Q5F2F2	Abhd15	NA	0.906945	NA
Q5FWK3	Arhgap1	NA	0.179085	0.240859
Q5H8C4	Vps13a	NA	0.140303	0.245494
Q5I043	Usp28	NA	0.906748	NA
Q5I1X5	Ppp1r13l	NA	0.90655	0.140211
Q5KU39	Vps41	+	0.0220942	0.54656
Q5M8N4	Sdr39u1	NA	0.906353	1.14182
